model_type,features,features_text,n_features,MAE_train,RMSE_train,R2_train,MAE_test,RMSE_test,R2_test,sMAPE_test,AIC_train,BIC_train,adj_R2_train
sklearn_linear_regression,"['ppef_mujeres_25_40', 'mat_eq_lag1']",ppef_mujeres_25_40 + mat_eq_lag1,2,2.0034841085736868,2.584599825687091,0.1394112282956631,1.709934360711306,2.1961434200420458,-0.05069844857578465,24.630106366190027,,,
statsmodels_ols,"['ppef_mujeres_25_40', 'mat_eq_lag1']",ppef_mujeres_25_40 + mat_eq_lag1,2,2.0034841085736863,2.584599825687091,0.139411228295663,1.7099343607113064,2.1961434200420458,-0.05069844857578487,24.63010636619002,474.9648261284042,482.75018567880795,0.12148229555182266
statsmodels_ols,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40', 'RE_ponderado_lag3']",ppef_mujeres_25_40 + pct_amb_fill_25_40 + RE_ponderado_lag3,3,1.9580741577074425,2.488957762115793,0.2019242635541182,1.718880677018969,2.282298068259216,-0.13475320847828076,24.763566676824354,469.49891215179827,479.87939155233664,0.1767218718768797
sklearn_linear_regression,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40', 'RE_ponderado_lag3']",ppef_mujeres_25_40 + pct_amb_fill_25_40 + RE_ponderado_lag3,3,1.9580741577074436,2.488957762115793,0.2019242635541182,1.718880677018971,2.282298068259213,-0.13475320847827743,24.76356667682439,,,
statsmodels_ols,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40', 'RE_ponderado_lag3', 'mes']",ppef_mujeres_25_40 + pct_amb_fill_25_40 + RE_ponderado_lag3 + mes,4,1.9542166978205586,2.4883179086388596,0.20233454443894705,1.7200940344924789,2.2997723691584953,-0.15219609136362378,24.775429428338672,471.44800438718516,484.4236036378581,0.1683913335640086
sklearn_linear_regression,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40', 'RE_ponderado_lag3', 'mes']",ppef_mujeres_25_40 + pct_amb_fill_25_40 + RE_ponderado_lag3 + mes,4,1.9542166978205584,2.4883179086388596,0.20233454443894705,1.7200940344924793,2.299772369158497,-0.15219609136362533,24.775429428338676,,,
statsmodels_ols,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40', 'mes']",ppef_mujeres_25_40 + pct_amb_fill_25_40 + mes,3,1.9922995213003223,2.5678142345100494,0.15055305635497618,1.7253218506540204,2.2150276279047496,-0.06884563766686713,24.90355994544854,475.6747284102205,486.0552078107589,0.12372841602934392
sklearn_linear_regression,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40', 'mes']",ppef_mujeres_25_40 + pct_amb_fill_25_40 + mes,3,1.9922995213002912,2.5678142345100494,0.15055305635497618,1.7253218506540244,2.215027627904795,-0.06884563766691087,24.903559945448585,,,
statsmodels_ols,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40']",ppef_mujeres_25_40 + pct_amb_fill_25_40,2,1.9922154964307068,2.567828015543639,0.1505439386484706,1.7277451474348906,2.2134998739309775,-0.0673717327687875,24.942022516570947,473.67579104056654,481.4611505909703,0.13284693737031372
sklearn_linear_regression,"['ppef_mujeres_25_40', 'pct_amb_fill_25_40']",ppef_mujeres_25_40 + pct_amb_fill_25_40,2,1.9922154964307075,2.5678280155436393,0.1505439386484705,1.7277451474348913,2.2134998739309775,-0.06737173276878727,24.94202251657095,,,
